AÑO,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31,E32,E33,E34,E35,E36,E37,E38,E39,E40,E41,E42,E43,E44,E45,E46,E47,E48,E49,E50,E51,E52,E53,E54,E55,E56,E57,E58,E59,E60,E61,E62,E63,E64,E65,E66,E67,E68,E69,E70,E71,E72,E73,E74,E75,E76,E77,E78,E79,E80,E81,E82,E83,E84,E85,E86,E87,E88,E89,E90,E91,E92,E93,E94
2001,24.3870697,27.66165161,67.99643707,56.45847702,82.89787292,60.62900543,69.42847443,42.60072708,91.97941589,104.8091507,73.41458893,67.99643707,85.27920532,81.62440491,74.93395233,77.52094269,81.62440491,74.72663116,53.1665535,53.1665535,94.39641571,94.39641571,46.65776825,57.11512756,74.93395233,97.04044342,102.6928177,67.32228088,24.47866631,25.99382782,22.90923119,24.3870697,38.73710251,42.19484329,70.82817078,77.86494446,23.87403488,27.66165161,34.94801712,43.93703079,65.5942688,92.31490326,25.00076675,19.91135216,56.88798523,30.91222763,44.79343796,42.60072708,69.42847443,56.45847702,53.1665535,60.62900543,67.99643707,82.45183563,48.77781296,82.89787292,84.15311432,113.8498535,81.62440491,103.6122055,73.41458893,68.89147949,85.27920532,91.97941589,91.87471008,102.8204727,104.8091507,74.72663116,67.91689301,84.28283691,69.88400269,64.06013489,97.19374847,85.83922577,61.31521988,71.58370209,98.35323334,74.93395233,77.52094269,84.62516785,105.1875992,119.0391159,97.04044342,73.87924957,57.11512756,62.39133453,46.09689713,57.06867218,102.6928177,91.8243103,94.39641571,39.1732254,46.65776825,67.32228088
2002,40.89854813,51.48655701,57.81798172,116.1199951,126.0153503,169.861969,88.09325409,90.86496735,85.54605865,152.6406403,87.24671936,57.81798172,95.95954895,112.9583511,265.9857788,348.6411438,112.9583511,128.3458862,119.1973953,119.1973953,128.1237183,128.1237183,87.60590363,349.0927124,265.9857788,170.7179565,198.3791962,117.6175079,44.07021713,34.7271347,51.72086716,40.89854813,56.2567749,79.98370361,106.5712891,155.3188324,40.4368782,51.48655701,69.85749817,77.0306778,135.7550049,222.2224731,53.16044617,48.99913788,58.52243423,47.48879242,62.80136871,90.86496735,88.09325409,116.1199951,119.1973953,169.861969,57.81798172,216.2080688,75.05561066,126.0153503,221.3170319,254.866333,112.9583511,83.8373642,87.24671936,101.0054245,95.95954895,85.54605865,189.6409302,194.5789795,152.6406403,128.3458862,135.2195435,226.9292755,98.65542603,200.4820709,191.7013855,428.3240662,161.1422882,223.9966278,211.1016998,265.9857788,348.6411438,192.6861877,223.0288086,311.3930054,170.7179565,166.5294189,349.0927124,72.88775635,87.9303894,114.1155701,198.3791962,209.4633179,128.1237183,89.46815491,87.60590363,117.6175079
2003,3.84592247,4.48185873,12.16511536,22.89806747,28.19401741,17.66015434,41.7522583,9.843286514,62.89047623,21.25491142,17.28553963,12.16511536,55.55920792,27.49926186,35.61265182,48.33339691,27.49926186,23.38612556,12.64069176,12.64069176,24.84475899,24.84475899,29.73859406,52.97894669,35.61265182,32.22825241,47.58148193,23.68690109,7.491954327,4.22802639,3.161586285,3.84592247,6.025307655,4.526450634,8.703970909,14.75708771,3.380004406,4.48185873,13.09283733,10.66296577,13.19130802,50.70925903,4.037788868,4.447777748,8.371712685,6.693549633,10.04974842,9.843286514,41.7522583,22.89806747,12.64069176,17.66015434,12.16511536,51.40930557,13.10330677,28.19401741,46.90735626,82.65897369,27.49926186,12.67243576,17.28553963,21.88394547,55.55920792,62.89047623,83.75865173,76.18894196,21.25491142,23.38612556,45.69281006,71.82881927,93.69091797,73.93328857,57.20742798,81.28845978,69.1636734,45.86859512,41.96256638,35.61265182,48.33339691,45.82554245,46.39769745,33.01664734,32.22825241,52.80598831,52.97894669,20.31073761,27.85851669,28.31307983,47.58148193,50.36297607,24.84475899,20.96353531,29.73859406,23.68690109
2004,5.768482208,5.941305637,25.5380249,24.95789528,62.32355499,24.84985352,27.00458717,24.05999565,68.65286255,29.40133476,23.79254532,25.5380249,33.73872757,43.60449982,103.9966431,111.7941666,43.60449982,26.62708473,32.68731689,32.68731689,34.77737045,34.77737045,19.57876396,45.30628967,103.9966431,30.42524338,46.02054596,33.381073,3.436062098,3.917277813,4.037834644,5.768482208,4.822903156,6.492897034,20.99217606,34.12392044,5.874830723,5.941305637,12.31799507,11.31935978,16.45412636,20.09256554,6.437506199,5.635928631,13.81715298,10.82143497,14.53119946,24.05999565,27.00458717,24.95789528,32.68731689,24.84985352,25.5380249,35.36088943,18.516119,62.32355499,52.48164368,33.61690521,43.60449982,21.88575935,23.79254532,44.9140358,33.73872757,68.65286255,58.94240952,47.35257339,29.40133476,26.62708473,95.19741821,106.5715179,86.14649963,57.02922058,33.63734436,63.5064888,44.1545105,24.79460526,33.22929382,103.9966431,111.7941666,48.60726929,38.66570663,44.02658844,30.42524338,40.72296906,45.30628967,21.92246056,35.146595,56.1588707,46.02054596,56.10111237,34.77737045,25.9822464,19.57876396,33.381073
2005,11.55494976,10.15567112,14.42734909,19.37701988,37.8662529,27.26953125,14.07751369,14.40979004,64.00485229,23.48607254,28.36849976,14.42734909,46.70114136,28.96238327,57.89160538,53.93113708,28.96238327,39.13707352,21.04608154,21.04608154,29.03408241,29.03408241,30.71251488,52.56437302,57.89160538,24.87295341,39.0828743,31.25454903,5.100254536,10.07522774,7.634912014,11.55494976,13.10878944,13.91423607,20.10900688,29.98423958,11.03795433,10.15567112,7.755023479,11.51708698,18.68076706,28.80462456,13.90825081,6.497191429,10.90964413,11.74293327,8.110071182,14.40979004,14.07751369,19.37701988,21.04608154,27.26953125,14.42734909,47.47288513,14.72337723,37.8662529,38.15966797,70.9978714,28.96238327,14.02044773,28.36849976,48.54039383,46.70114136,64.00485229,73.4389267,84.42642975,23.48607254,39.13707352,34.09395981,50.48250961,54.10139847,54.52973175,75.61723328,61.52336502,29.88391495,32.61299515,59.31712341,57.89160538,53.93113708,47.83208466,117.2499313,132.1067505,24.87295341,40.32810593,52.56437302,29.57688522,38.46966171,38.64779663,39.0828743,36.00563431,29.03408241,19.34467316,30.71251488,31.25454903
2006,11.79846191,14.35283089,59.84541321,127.7882996,165.3312836,122.8386612,58.24567032,41.9928093,120.6491623,162.239212,112.001236,59.84541321,84.84359741,77.10560608,150.3874512,139.8581696,77.10560608,247.663208,60.55485916,60.55485916,57.20550919,57.20550919,50.01485443,152.443512,150.3874512,166.4641266,98.43570709,55.26947021,7.570178032,8.201984406,16.2811451,11.79846191,23.82687378,21.96126175,24.74222183,61.90610504,10.2976408,14.35283089,30.77889824,26.90825272,50.86956406,119.0098953,16.25429726,19.2466526,47.29491806,38.78289795,42.9974823,41.9928093,58.24567032,127.7882996,60.55485916,122.8386612,59.84541321,115.6718521,42.0084877,165.3312836,204.8558197,106.5463638,77.10560608,109.0142212,112.001236,74.57448578,84.84359741,120.6491623,212.6438293,226.3093719,162.239212,247.663208,182.8341064,103.6368713,123.9610519,134.2856903,148.7258301,170.4581299,134.9593048,92.73574829,77.58428955,150.3874512,139.8581696,124.7324982,74.97665405,107.6662064,166.4641266,140.0032654,152.443512,43.39822388,43.47013855,82.67147827,98.43570709,136.7843323,57.20550919,65.97241974,50.01485443,55.26947021
2007,11.87939453,17.40571785,30.65255737,61.19231033,68.03739929,52.6903801,54.3908844,31.16087914,59.59706497,42.21369171,64.23901367,30.65255737,70.54629517,30.96844482,62.62646484,83.87433624,30.96844482,61.6515007,43.68292236,43.68292236,30.496912,30.496912,29.22338486,85.60881042,62.62646484,43.91820145,54.27754593,33.17357635,12.42123127,11.5094471,15.04394722,11.87939453,18.93096542,26.73917007,30.40230179,37.46380234,12.76127243,17.40571785,24.21910667,27.3157444,34.25159454,38.69567108,16.87747955,16.5457592,31.85482788,25.65587425,28.25662804,31.16087914,54.3908844,61.19231033,43.68292236,52.6903801,30.65255737,48.71354675,43.27796173,68.03739929,59.66350174,99.38234711,30.96844482,29.13548279,64.23901367,74.54990387,70.54629517,59.59706497,73.90768433,149.2347717,42.21369171,61.6515007,66.48535156,84.9785614,65.45644379,58.95741272,139.0949707,66.87440491,85.08119965,52.48898697,101.3764343,62.62646484,83.87433624,101.1114349,73.91724396,79.25485229,43.91820145,64.92447662,85.60881042,39.98189163,36.71818542,38.93973923,54.27754593,61.55844498,30.496912,33.20763779,29.22338486,33.17357635
2008,68.448349,98.68088531,74.01171875,100.5459213,278.1026306,177.5854187,55.70419312,86.95194244,392.2827759,224.4133301,242.9325714,74.01171875,128.9772949,62.93125916,307.3820801,220.2332306,62.93125916,513.6485596,151.8830414,151.8830414,64.9111557,64.9111557,52.7191658,474.7545166,307.3820801,320.0783081,322.8734131,108.5997925,36.76367569,46.41821289,37.81946945,68.448349,53.08965302,66.03324127,53.41442108,77.9136734,79.99415588,98.68088531,105.4944534,78.55988312,88.98110962,246.7138977,107.2820816,113.4570618,51.05809021,89.93418884,54.10707092,86.95194244,55.70419312,100.5459213,151.8830414,177.5854187,74.01171875,282.9650879,47.86555481,278.1026306,508.4570313,374.5524597,62.93125916,114.8343201,242.9325714,111.2920609,128.9772949,392.2827759,560.5546875,327.445282,224.4133301,513.6485596,452.3216248,150.8262482,153.3449402,373.8480225,281.7200012,250.1060638,261.1876526,247.3898621,269.2555542,307.3820801,220.2332306,267.3315735,127.7432327,157.9263763,320.0783081,529.8131714,474.7545166,43.57374573,68.23415375,169.8251495,322.8734131,366.0150146,64.9111557,53.04101563,52.7191658,108.5997925
2009,25.75808144,27.28860474,53.18507004,93.22257233,139.3528748,105.7812119,71.53154755,49.21379089,172.7049103,58.18731308,62.72996521,53.18507004,104.8874588,53.67499161,151.9693298,232.7522583,53.67499161,70.86287689,56.25650406,56.25650406,67.86190796,67.86190796,61.12725449,85.10157013,151.9693298,54.78882599,73.15428162,58.5293045,10.97177792,13.26130295,11.04561615,25.75808144,26.355793,45.25143051,50.17285538,99.92815399,23.00891685,27.28860474,37.2939415,49.09403229,107.3123627,135.6509094,13.88445663,24.31284332,51.83766174,40.6160965,47.22176743,49.21379089,71.53154755,93.22257233,56.25650406,105.7812119,53.18507004,172.7449188,59.61587143,139.3528748,204.6290436,244.9181519,53.67499161,53.36694717,62.72996521,81.74318695,104.8874588,172.7049103,197.1340637,203.7459717,58.18731308,70.86287689,93.02495575,171.1696625,174.2376251,168.7436981,128.6500549,182.5968781,211.1130981,121.4190598,81.57079315,151.9693298,232.7522583,180.0363312,105.8881607,68.47196198,54.78882599,99.73059082,85.10157013,81.13092041,65.86846161,58.79953384,73.15428162,127.292778,67.86190796,62.24584961,61.12725449,58.5293045
2010,18.88129425,47.10240173,62.06857681,64.91334534,64.99103546,77.02381897,50.60454178,63.90361786,81.74005127,58.08178329,77.67475128,62.06857681,134.8908386,51.59420013,88.13035583,81.082901,51.59420013,72.43037415,62.15962219,62.15962219,59.56322479,59.56322479,70.52501678,115.8543091,88.13035583,70.27565765,123.2316437,86.86991882,3.427648783,14.19838619,5.250355721,18.88129425,12.22539902,13.79846382,20.16170311,41.51996231,39.51856995,47.10240173,67.10669708,37.37047195,25.09777451,49.96503448,65.94919586,65.7153244,93.05723572,70.11019897,70.27420807,63.90361786,50.60454178,64.91334534,62.15962219,77.02381897,62.06857681,116.2819519,69.17680359,64.99103546,95.72181702,338.0048218,51.59420013,46.92840576,77.67475128,80.40240479,134.8908386,81.74005127,233.3516693,319.5401001,58.08178329,72.43037415,106.7117081,154.7720795,213.7769775,207.5025787,240.1698608,178.8089752,182.318985,97.04257202,119.2468338,88.13035583,81.082901,72.89771271,72.15047455,77.41085815,70.27565765,129.5580597,115.8543091,47.6741333,72.32515717,76.54907227,123.2316437,101.2777939,59.56322479,62.68462753,70.52501678,86.86991882
2011,5.660057068,9.195421219,13.67406559,32.52791977,35.92119598,36.39776611,34.7269249,17.2826004,50.22183228,27.46129608,19.15825272,13.67406559,34.74759674,14.5728569,77.01752472,344.6548462,14.5728569,49.81155014,36.47185135,36.47185135,12.54485893,12.54485893,38.57124329,87.07836151,77.01752472,36.53960037,30.31257439,38.72679901,10.80625439,6.006888866,6.157833576,5.660057068,7.770579338,19.02438164,36.6039505,82.02986145,6.757211208,9.195421219,16.04625702,16.94362068,35.05822754,70.69379425,13.51457405,7.417281628,17.07489395,13.76021767,19.89285088,17.2826004,34.7269249,32.52791977,36.47185135,36.39776611,13.67406559,110.9043655,18.72760201,35.92119598,100.7299194,117.6287079,14.5728569,12.00720978,19.15825272,52.58847809,34.74759674,50.22183228,108.397377,112.6007309,27.46129608,49.81155014,85.73057556,80.33981323,137.5176086,150.8328857,124.6628189,229.2086945,249.722229,190.3096161,167.3315582,77.01752472,344.6548462,309.0014038,175.0159912,189.6207123,36.53960037,58.69697952,87.07836151,41.85483932,31.55348396,42.51713562,30.31257439,51.13211823,12.54485893,28.32852173,38.57124329,38.72679901
2012,35.88742447,52.5714798,45.83772278,165.986084,180.140625,83.90258789,63.44371033,46.96233749,134.064621,62.40250397,46.17337418,45.83772278,131.6603699,48.71146393,166.3049774,255.3121033,48.71146393,74.71346283,58.66942978,58.66942978,41.76494598,41.76494598,55.85209656,161.6100464,166.3049774,104.8779602,129.8654785,93.22180939,15.75137043,19.76337433,12.26737499,35.88742447,23.87948799,68.97895813,87.4957428,192.0297852,33.33896255,52.5714798,44.36294556,97.39344788,189.6530914,195.3607941,20.62815857,27.44602585,35.57164383,31.68589783,39.07736588,46.96233749,63.44371033,165.986084,58.66942978,83.90258789,45.83772278,122.2791748,41.68411636,180.140625,241.8958282,154.3582458,48.71146393,32.90480804,46.17337418,103.5583725,131.6603699,134.064621,230.0536499,155.4741516,62.40250397,74.71346283,96.15759277,185.1949921,145.3683777,165.6533051,123.0106049,282.1890259,198.4564056,162.9165649,94.17264557,166.3049774,255.3121033,212.8196106,177.754837,106.9424286,104.8779602,90.66558838,161.6100464,79.07314301,82.97698212,78.66397858,129.8654785,102.3142853,41.76494598,88.18937683,55.85209656,93.22180939
2013,22.93903923,23.6488266,37.91883087,76.69895935,77.74930573,61.17207336,35.87557983,23.36790276,63.50544357,43.68293381,41.76044846,37.91883087,51.34692001,39.05810165,101.6156693,59.42754745,39.05810165,48.41606522,35.28749847,35.28749847,37.11209488,37.11209488,48.1401062,69.86898041,101.6156693,76.95219421,174.7537231,48.63560867,14.8480854,12.30273628,10.16435051,22.93903923,25.84929276,42.71517944,58.70305634,87.25254059,17.32296181,23.6488266,29.42537689,39.35014343,68.46234894,79.02791595,48.57501984,38.32723999,25.99379539,30.34648323,19.76058388,23.36790276,35.87557983,76.69895935,35.28749847,61.17207336,37.91883087,103.8954391,24.18102455,77.74930573,95.68074036,130.2101898,39.05810165,34.81446457,41.76044846,50.65019989,51.34692001,63.50544357,90.1524353,132.3521118,43.68293381,48.41606522,42.47684479,44.14207458,64.67611694,63.29673767,112.0767136,44.8389473,39.12900925,39.84909439,76.99222565,101.6156693,59.42754745,46.47537994,57.84018707,71.91641235,76.95219421,84.22436523,69.86898041,43.0072403,59.90330124,97.58992004,174.7537231,148.3718109,37.11209488,35.67022705,48.1401062,48.63560867
2014,6.49101162,12.00687695,16.86038589,25.10013199,20.32919884,21.90317345,31.73157883,13.66255093,14.04030991,18.93050957,15.34177971,16.86038589,14.40787792,11.10016346,25.97588348,29.33410645,11.10016346,25.62629128,15.41806698,15.41806698,10.03268337,10.03268337,21.28354645,36.86464691,25.97588348,28.88871002,28.13887978,16.00935364,5.330705643,5.179112911,2.637647629,6.49101162,3.352087259,7.990052223,4.144437313,6.573719501,9.005961418,12.00687695,12.13451195,13.48101711,8.602953911,28.4502964,9.75776577,11.11324596,8.203287125,9.413813591,8.040156364,13.66255093,31.73157883,25.10013199,15.41806698,21.90317345,16.86038589,20.83097649,9.64649868,20.32919884,43.83537292,32.13518143,11.10016346,8.414988518,15.34177971,23.43166542,14.40787792,14.04030991,36.49620056,25.31903076,18.93050957,25.62629128,23.4115448,43.99161911,36.27497101,29.22271729,21.26708221,42.96961594,32.02714539,18.42043114,15.85593319,25.97588348,29.33410645,24.18400574,22.93900299,26.36814499,28.88871002,41.72709656,36.86464691,48.75722504,36.65638351,43.13085938,28.13887978,26.78798676,10.03268337,31.95970345,21.28354645,16.00935364
2015,7.890964985,15.38925266,28.99436188,57.8937149,93.04727936,140.9481201,100.469223,51.89938354,148.4697266,86.48820496,66.59186554,28.99436188,132.8292389,47.10344696,104.85215,91.67268372,47.10344696,87.39555359,64.41706848,64.41706848,54.26865005,54.26865005,48.4825325,105.3201675,104.85215,113.6141586,148.3674622,61.85487747,2.297368765,4.164308071,2.712807178,7.890964985,8.312541008,16.96059608,20.58725548,45.93899536,9.497941971,15.38925266,36.02074432,35.44292068,30.66349602,68.36563873,21.34200287,15.44576454,31.91734505,29.68013,35.51911163,51.89938354,100.469223,57.8937149,64.41706848,140.9481201,28.99436188,74.23540497,40.28018188,93.04727936,133.8384552,104.3736343,47.10344696,63.03673553,66.59186554,65.3519516,132.8292389,148.4697266,161.6608734,189.1191254,86.48820496,87.39555359,101.5178986,122.8462677,120.6704025,117.8850174,133.5045624,102.3358612,123.8325348,97.16771698,90.63191986,104.85215,91.67268372,135.0406952,114.8394165,118.3153076,113.6141586,137.4090271,105.3201675,41.61419296,39.23022461,86.95777893,148.3674622,245.4397736,54.26865005,41.54469681,48.4825325,61.85487747
2016,59.4990921,47.89725113,86.1579895,133.037323,146.4568481,78.28385925,75.34814453,56.05017471,168.947403,99.76726532,126.4698029,86.1579895,164.5714417,97.38056946,89.53201294,185.3229523,97.38056946,184.8763885,83.1623764,83.1623764,92.30726624,92.30726624,123.5468292,136.62146,89.53201294,125.2353439,105.0080795,128.7398224,10.12763977,48.05425262,20.77634239,59.4990921,45.84785843,51.7126236,57.44932175,85.71730804,63.0694046,47.89725113,29.21596718,52.46142578,81.39571381,178.1676178,71.14009857,29.4691143,55.31224442,32.42551804,46.97859573,56.05017471,75.34814453,133.037323,83.1623764,78.28385925,86.1579895,143.7198486,79.58166504,146.4568481,213.5259094,222.4404755,97.38056946,68.78903198,126.4698029,200.245575,164.5714417,168.947403,211.1326294,277.4855652,99.76726532,184.8763885,265.7498779,237.9555817,198.6270142,177.5446777,174.4898224,191.2188568,125.6317062,93.89100647,79.12275696,89.53201294,185.3229523,144.1825256,89.47722626,105.2948532,125.2353439,144.2749481,136.62146,71.90036774,110.1528244,123.1136322,105.0080795,107.7451172,92.30726624,107.3233795,123.5468292,128.7398224
