E0,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31,E32,E33,E34,E35,E36,E37,E38,E39,E40,E41,E42,E43,E44,E45,E46,E47,E48,E49,E50,E51,E52,E53,E54,E55,E56,E57,E58,E59,E60,E61,E62,E63,E64,E65,E66,E67,E68,E69,E70,E71,E72,E73,E74,E75,E76,E77,E78,E79,E80,E81,E82,E83,E84,E85,E86,E87,E88,E89,E90,E91,E92,E93,E94
1981,6.28883504867554,11.6108684539795,39.2335777282715,27.4254131317139,56.3652000427246,34.810962677002,29.0116481781006,27.2780303955078,81.0085830688477,25.244966506958,22.5939331054688,39.2335777282715,50.2831764221191,15.6530313491821,59.8281173706055,104.060104370117,15.6530313491821,42.4022674560547,29.3997421264648,29.3997421264648,27.1665115356445,27.1665115356445,39.9789047241211,46.4770774841309,59.8281173706055,48.0730247497559,50.630069732666,62.0228080749512,5.02111291885376,6.16237783432007,4.36719751358032,6.28883504867554,4.49933815002441,9.69034481048584,6.27374219894409,12.592960357666,9.89257335662842,11.6108684539795,16.3185691833496,14.9078741073608,22.989818572998,47.1828842163086,18.0383434295654,13.9346313476562,23.1198081970215,17.788911819458,17.8217468261719,27.2780303955078,29.0116481781006,27.4254131317139,29.3997421264648,34.810962677002,39.2335777282715,26.6651840209961,19.322509765625,56.3652000427246,83.4282913208008,35.8765335083008,15.6530313491821,16.834077835083,22.5939331054688,25.1986694335938,50.2831764221191,81.0085830688477,85.995002746582,58.4162712097168,25.244966506958,42.4022674560547,35.5947685241699,77.997932434082,65.6257247924805,49.8028297424316,81.0639343261719,94.6361999511719,113.526985168457,57.4054870605469,71.7431106567383,59.8281173706055,104.060104370117,127.991256713867,88.7994613647461,95.4243011474609,48.0730247497559,44.1319770812988,46.4770774841309,27.7232360839844,45.2508811950684,61.0498466491699,50.630069732666,51.9914169311523,27.1665115356445,33.205493927002,39.9789047241211,62.0228080749512
1982,0.775053918361664,3.01794838905334,10.6591873168945,19.4958915710449,27.7353076934814,22.6502628326416,36.2451477050781,9.21917915344238,35.8312339782715,17.0959148406982,14.1364984512329,10.6591873168945,57.9536895751953,15.6172208786011,64.0599136352539,40.9484901428223,15.6172208786011,44.0641403198242,9.66831684112549,9.66831684112549,16.1667213439941,16.1667213439941,24.9995784759521,111.56037902832,64.0599136352539,38.6717300415039,50.0337791442871,24.8955783843994,0.221974283456802,0.621975958347321,0.563314616680145,0.775053918361664,1.39678275585175,5.05863189697266,4.91984224319458,12.8131160736084,1.26272654533386,3.01794838905334,7.26808452606201,9.38487911224365,15.7216596603394,20.0232620239258,3.03333926200867,2.32775402069092,4.33110952377319,4.90685272216797,4.04951238632202,9.21917915344238,36.2451477050781,19.4958915710449,9.66831684112549,22.6502628326416,10.6591873168945,11.8745145797729,4.43754529953003,27.7353076934814,15.6820344924927,16.6742095947266,15.6172208786011,9.11937141418457,14.1364984512329,19.9087028503418,57.9536895751953,35.8312339782715,24.2957401275635,17.3772449493408,17.0959148406982,44.0641403198242,63.8805160522461,54.4012489318848,40.0660171508789,34.2591171264648,31.5682563781738,65.3084869384766,39.0134773254395,38.6355018615723,68.0241851806641,64.0599136352539,40.9484901428223,31.7373867034912,50.0451316833496,65.8094177246094,38.6717300415039,88.1673431396484,111.56037902832,9.06355571746826,17.4818286895752,32.9463768005371,50.0337791442871,67.3202590942383,16.1667213439941,15.6801204681396,24.9995784759521,24.8955783843994
1983,27.2768516540527,43.4988822937012,48.7394180297852,134.473770141602,135.708679199219,149.040542602539,96.6147994995117,57.4733657836914,147.934448242188,122.642524719238,129.077346801758,48.7394180297852,258.418792724609,113.708892822266,225.533004760742,311.772277832031,113.708892822266,158.051834106445,110.263969421387,110.263969421387,141.031753540039,141.031753540039,121.261627197266,253.142807006836,225.533004760742,170.561386108398,179.429672241211,158.276077270508,47.1315383911133,22.2613773345947,45.9140968322754,27.2768516540527,37.3047256469727,75.9154739379883,101.473419189453,164.046752929688,26.4140338897705,43.4988822937012,44.7288398742676,101.744873046875,109.126876831055,142.213592529297,35.0482368469238,28.9082469940186,68.8834533691406,38.965763092041,78.3835983276367,57.4733657836914,96.6147994995117,134.473770141602,110.263969421387,149.040542602539,48.7394180297852,175.369781494141,95.9543838500977,135.708679199219,284.257293701172,286.658050537109,113.708892822266,91.1227340698242,129.077346801758,150.459991455078,258.418792724609,147.934448242188,217.074554443359,188.12971496582,122.642524719238,158.051834106445,216.577667236328,301.776031494141,204.736633300781,202.912933349609,166.516998291016,288.852203369141,265.119750976562,187.669021606445,175.790832519531,225.533004760742,311.772277832031,208.416809082031,162.402389526367,148.787948608398,170.561386108398,167.11604309082,253.142807006836,145.792938232422,203.180252075195,161.555511474609,179.429672241211,144.64421081543,141.031753540039,80.5461044311523,121.261627197266,158.276077270508
1984,13.6371564865112,14.6976728439331,12.5250520706177,47.4262504577637,62.7520484924316,44.5146408081055,30.9204158782959,21.9502296447754,53.1313095092773,57.6147270202637,37.2121772766113,12.5250520706177,50.7413215637207,23.5706596374512,89.9228668212891,68.8468399047852,23.5706596374512,85.6692428588867,32.4272270202637,32.4272270202637,29.1577758789062,29.1577758789062,29.6954784393311,90.1735229492188,89.9228668212891,72.0426406860352,82.8994064331055,31.8059844970703,8.31540679931641,5.96774911880493,4.10789203643799,13.6371564865112,19.5906829833984,19.1343612670898,38.2102813720703,46.6111259460449,13.7796192169189,14.6976728439331,22.8825130462646,13.5003728866577,24.3213291168213,77.1425399780273,14.7151727676392,17.2757377624512,17.9858989715576,23.6449241638184,21.6499977111816,21.9502296447754,30.9204158782959,47.4262504577637,32.4272270202637,44.5146408081055,12.5250520706177,46.2275161743164,30.3829002380371,62.7520484924316,79.3156814575195,75.3164520263672,23.5706596374512,15.0584163665771,37.2121772766113,35.4143447875977,50.7413215637207,53.1313095092773,90.5245056152344,69.6264114379883,57.6147270202637,85.6692428588867,83.7368774414062,69.1841583251953,68.1470336914062,114.818176269531,75.3403625488281,70.112922668457,60.0640678405762,110.34065246582,83.9174499511719,89.9228668212891,68.8468399047852,37.5747947692871,68.8073196411133,107.429229736328,72.0426406860352,102.53271484375,90.1735229492188,24.6011695861816,42.9196701049805,41.2153358459473,82.8994064331055,102.331985473633,29.1577758789062,31.8922939300537,29.6954784393311,31.8059844970703
1985,1.75181794166565,3.04074621200562,11.8391094207764,13.487455368042,22.8444442749023,24.1292018890381,14.4909057617188,13.4124116897583,31.8607521057129,7.26169347763062,18.3099594116211,11.8391094207764,31.6206111907959,10.4933338165283,9.78696823120117,15.3224306106567,10.4933338165283,10.2696161270142,22.4470634460449,22.4470634460449,1.9145690202713,1.9145690202713,0.687688529491425,9.29474830627441,9.78696823120117,9.33627891540527,6.90694570541382,3.23447155952454,0.206845015287399,1.16791236400604,1.17561888694763,1.75181794166565,1.66103267669678,3.0307092666626,7.91071319580078,12.3751211166382,1.82073295116425,3.04074621200562,6.86884164810181,6.51233196258545,5.45578956604004,13.7190370559692,2.36888098716736,3.03109407424927,9.0167179107666,7.27868700027466,10.1226558685303,13.4124116897583,14.4909057617188,13.487455368042,22.4470634460449,24.1292018890381,11.8391094207764,14.0014839172363,14.8986616134644,22.8444442749023,27.1678905487061,24.9456634521484,10.4933338165283,8.51469421386719,18.3099594116211,28.0079097747803,31.6206111907959,31.8607521057129,21.4753856658936,37.0932006835938,7.26169347763062,10.2696161270142,17.8494873046875,22.604850769043,20.204704284668,18.6931610107422,35.8607025146484,12.0947875976562,13.1696510314941,19.3218002319336,27.7825660705566,9.78696823120117,15.3224306106567,15.913649559021,27.340576171875,44.0859336853027,9.33627891540527,11.4253158569336,9.29474830627441,5.97715282440186,3.37788200378418,3.76042628288269,6.90694570541382,8.64961051940918,1.9145690202713,5.6087760925293,0.687688529491425,3.23447155952454
1986,2.89471364021301,5.87607431411743,13.8847417831421,34.9884986877441,31.080924987793,46.370677947998,40.7909469604492,19.2704601287842,35.7329978942871,33.2916374206543,26.900671005249,13.8847417831421,93.2731246948242,25.2831840515137,158.250381469727,172.593185424805,25.2831840515137,47.1354484558105,27.5426006317139,27.5426006317139,28.2780208587646,28.2780208587646,46.3327484130859,175.110412597656,158.250381469727,76.5925521850586,92.7522201538086,55.7102584838867,6.73333978652954,1.99348175525665,4.76685571670532,2.89471364021301,6.74953126907349,7.57679080963135,10.4048023223877,49.6257553100586,2.92337203025818,5.87607431411743,15.9959878921509,20.0103969573975,14.6880989074707,21.3367385864258,6.64453411102295,3.95096945762634,9.64811897277832,8.04440021514893,10.6445589065552,19.2704601287842,40.7909469604492,34.9884986877441,27.5426006317139,46.370677947998,13.8847417831421,53.3429718017578,13.2182493209839,31.080924987793,43.1667747497559,65.7523803710938,25.2831840515137,10.6525993347168,26.900671005249,48.1153678894043,93.2731246948242,35.7329978942871,60.6407623291016,59.8094024658203,33.2916374206543,47.1354484558105,93.7867050170898,119.739318847656,64.232421875,84.1706771850586,57.1163024902344,193.344375610352,55.9319076538086,78.020149230957,69.9751358032227,158.250381469727,172.593185424805,90.2890853881836,107.238754272461,108.575828552246,76.5925521850586,93.5010833740234,175.110412597656,41.031867980957,46.1922073364258,78.8277587890625,92.7522201538086,96.5933303833008,28.2780208587646,33.5494575500488,46.3327484130859,55.7102584838867
1987,19.4328670501709,24.4459590911865,27.6175746917725,158.533203125,153.888458251953,84.8136291503906,85.4448013305664,46.6553230285645,144.632415771484,49.2225189208984,38.4100341796875,27.6175746917725,94.3108901977539,63.4595642089844,114.229606628418,188.258590698242,63.4595642089844,85.426155090332,47.3720054626465,47.3720054626465,41.8846321105957,41.8846321105957,67.4219055175781,165.315704345703,114.229606628418,95.3197021484375,115.91162109375,55.2050819396973,16.4908771514893,13.4946699142456,13.7768325805664,19.4328670501709,26.3634796142578,26.1249885559082,40.3713302612305,90.5570678710938,15.8110427856445,24.4459590911865,40.6062774658203,69.6932678222656,64.0693283081055,143.646087646484,25.0289821624756,31.5429744720459,41.7445869445801,28.1313610076904,28.2311210632324,46.6553230285645,85.4448013305664,158.533203125,47.3720054626465,84.8136291503906,27.6175746917725,108.062637329102,34.3882942199707,153.888458251953,150.60888671875,117.912521362305,63.4595642089844,33.047679901123,38.4100341796875,66.6488037109375,94.3108901977539,144.632415771484,134.999145507812,124.742706298828,49.2225189208984,85.426155090332,150.084381103516,228.39924621582,216.936996459961,137.658981323242,128.223709106445,265.049682617188,241.021209716797,109.542755126953,88.7763442993164,114.229606628418,188.258590698242,159.380035400391,112.107147216797,87.5278472900391,95.3197021484375,121.258682250977,165.315704345703,38.0990333557129,51.6433334350586,52.250114440918,115.91162109375,123.737838745117,41.8846321105957,64.6091156005859,67.4219055175781,55.2050819396973
1988,1.75931012630463,2.8662850856781,6.01502180099487,7.19043064117432,7.31042242050171,8.33372211456299,11.3276634216309,5.99516439437866,10.665322303772,8.82014274597168,6.20579671859741,6.01502180099487,16.3944320678711,15.1268463134766,28.0617523193359,45.6751518249512,15.1268463134766,13.0728969573975,7.03291130065918,7.03291130065918,10.4336605072021,10.4336605072021,9.86521816253662,17.4883823394775,28.0617523193359,19.5186672210693,24.8063907623291,18.0263786315918,1.53348636627197,1.40454709529877,1.16352236270905,1.75931012630463,1.97247457504272,7.15004348754883,9.24333953857422,25.296257019043,2.08306217193604,2.8662850856781,3.77864813804626,8.61516094207764,18.2135448455811,13.6091108322144,4.32781028747559,1.87269234657288,4.57909250259399,3.72953271865845,4.07773542404175,5.99516439437866,11.3276634216309,7.19043064117432,7.03291130065918,8.33372211456299,6.01502180099487,21.4068412780762,5.04431486129761,7.31042242050171,9.16107273101807,16.3063926696777,15.1268463134766,6.8966121673584,6.20579671859741,9.62227535247803,16.3944320678711,10.665322303772,7.42574691772461,9.74292182922363,8.82014274597168,13.0728969573975,14.305908203125,12.2899417877197,9.28925704956055,9.02885246276855,7.06357955932617,29.7007789611816,26.0843486785889,18.2726268768311,15.7841329574585,28.0617523193359,45.6751518249512,34.3640937805176,26.1213531494141,28.9448585510254,19.5186672210693,16.1684036254883,17.4883823394775,6.72880363464355,16.6031761169434,26.6151733398438,24.8063907623291,15.9466714859009,10.4336605072021,5.6501522064209,9.86521816253662,18.0263786315918
1989,14.2296047210693,20.7626056671143,60.2372665405273,112.061782836914,76.3213195800781,40.2751312255859,42.1345977783203,15.1679544448853,45.6561393737793,185.149032592773,178.235977172852,60.2372665405273,83.3051300048828,125.764274597168,42.7866477966309,53.2649307250977,125.764274597168,233.024627685547,29.2027072906494,29.2027072906494,135.967895507812,135.967895507812,103.957946777344,47.4819984436035,42.7866477966309,139.665100097656,45.0453948974609,131.291809082031,11.1158399581909,15.1842775344849,12.9799852371216,14.2296047210693,17.4162330627441,31.3788719177246,38.5208625793457,102.002960205078,12.7667207717896,20.7626056671143,38.5804557800293,49.3402099609375,87.7103576660156,192.002151489258,18.2601566314697,23.069860458374,33.8595199584961,25.0146522521973,18.1484222412109,15.1679544448853,42.1345977783203,112.061782836914,29.2027072906494,40.2751312255859,60.2372665405273,175.281051635742,57.9317817687988,76.3213195800781,178.913040161133,186.079025268555,125.764274597168,110.890930175781,178.235977172852,81.8527297973633,83.3051300048828,45.6561393737793,97.2019424438477,100.363761901855,185.149032592773,233.024627685547,103.295516967773,60.6922340393066,56.5749168395996,64.0118103027344,92.7419967651367,81.7491226196289,82.5319213867188,65.5448913574219,84.5344772338867,42.7866477966309,53.2649307250977,55.1561431884766,71.6416397094727,116.16983795166,139.665100097656,102.089790344238,47.4819984436035,18.6592426300049,25.5710067749023,37.4449577331543,45.0453948974609,40.8450241088867,135.967895507812,33.5587921142578,103.957946777344,131.291809082031
1990,2.14822340011597,2.04796481132507,5.93886709213257,19.0736427307129,21.2303466796875,10.2032766342163,5.62995386123657,3.46304535865784,28.9920921325684,15.4738712310791,13.3649044036865,5.93886709213257,12.0086040496826,7.36975717544556,17.959659576416,30.438346862793,7.36975717544556,27.1545810699463,6.10923290252686,6.10923290252686,4.45715045928955,4.45715045928955,2.77266407012939,25.2215061187744,17.959659576416,18.6309909820557,18.7164001464844,6.84316539764404,1.48871803283691,0.845879197120667,1.2930371761322,2.14822340011597,3.6459686756134,3.58414030075073,7.41334056854248,11.2423429489136,1.72529053688049,2.04796481132507,2.88431763648987,8.41707992553711,12.8009510040283,26.845911026001,2.12837433815002,1.67839026451111,3.48486399650574,2.37559008598328,3.08601307868958,3.46304535865784,5.62995386123657,19.0736427307129,6.10923290252686,10.2032766342163,5.93886709213257,20.1796646118164,4.14233684539795,21.2303466796875,21.4332485198975,12.908802986145,7.36975717544556,9.46367740631104,13.3649044036865,9.11691379547119,12.0086040496826,28.9920921325684,36.7611198425293,32.9432716369629,15.4738712310791,27.1545810699463,32.9306488037109,29.496187210083,26.5198173522949,24.8166904449463,20.0595283508301,23.0443325042725,18.6876201629639,26.779483795166,20.8227729797363,17.959659576416,30.438346862793,30.6761417388916,45.1479301452637,24.6530017852783,18.6309909820557,24.1266746520996,25.2215061187744,4.31004095077515,6.53419494628906,9.42147827148438,18.7164001464844,21.2007293701172,4.45715045928955,6.2680492401123,2.77266407012939,6.84316539764404
